ticker,cik,10-K #1 Filing Date,10-K #1 Period,10-K #2 Filing Date,10-K #2 Period,10-Q #1 Filing Date,10-Q #1 Period,10-Q #2 Filing Date,10-Q #2 Period,10-Q #3 Filing Date,10-Q #3 Period,10-Q #4 Filing Date,10-Q #4 Period,10-Q #5 Filing Date,10-Q #5 Period,10-Q #6 Filing Date,10-Q #6 Period
mmm,0000066740,2020-02-06,2019-12-31,2019-02-07,2018-12-31,2020-04-28,2020-03-31,2019-10-25,2019-09-30,2019-07-26,2019-06-30,2019-04-26,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
abt,0000001800,2020-02-21,2019-12-31,2019-02-22,2018-12-31,2020-04-29,2020-03-31,2019-10-31,2019-09-30,2019-07-31,2019-06-30,2019-05-01,2019-03-31,2018-10-31,2018-09-30,2018-08-01,2018-06-30
abbv,0001551152,2020-02-21,2019-12-31,2019-02-27,2018-12-31,2020-05-08,2020-03-31,2019-11-06,2019-09-30,2019-08-05,2019-06-30,2019-05-03,2019-03-31,2018-11-07,2018-09-30,2018-08-07,2018-06-30
abmd,0000815094,2020-05-21,2020-03-31,2019-05-23,2019-03-31,2020-02-06,2019-12-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-02-05,2018-12-31,2018-11-06,2018-09-30,2018-08-02,2018-06-30
acn,0001467373,2019-10-29,2019-08-31,2018-10-24,2018-08-31,2020-03-19,2020-02-29,2019-12-19,2019-11-30,2019-06-27,2019-05-31,2019-03-28,2019-02-28,2018-12-20,2018-11-30,2018-06-28,2018-05-31
atvi,0000718877,2020-02-27,2019-12-31,2019-02-28,2018-12-31,2020-05-05,2020-03-31,2019-11-07,2019-09-30,2019-08-08,2019-06-30,2019-05-02,2019-03-31,2018-11-08,2018-09-30,2018-08-02,2018-06-30
adbe,0000796343,2020-01-21,2019-11-29,2019-01-25,2018-11-30,2020-03-25,2020-02-28,2019-09-26,2019-08-30,2019-06-26,2019-05-31,2019-03-27,2019-03-01,2018-09-26,2018-08-31,2018-06-27,2018-06-01
amd,0000002488,2020-02-04,2019-12-28,2019-02-08,2018-12-29,2020-04-29,2020-03-28,2019-10-30,2019-09-28,2019-07-31,2019-06-29,2019-05-01,2019-03-30,2018-10-31,2018-09-29,2018-08-02,2018-06-30
aap,0001158449,2020-02-18,2019-12-28,2019-02-19,2018-12-29,2020-05-19,2020-04-18,2019-11-12,2019-10-05,2019-08-13,2019-07-13,2019-05-22,2019-04-20,2018-11-13,2018-10-06,2018-08-14,2018-07-14
aes,0000874761,2020-02-28,2019-12-31,2019-02-27,2018-12-31,2020-05-07,2020-03-31,2019-11-06,2019-09-30,2019-08-06,2019-06-30,2019-05-07,2019-03-31,2018-11-06,2018-09-30,2018-08-07,2018-06-30
afl,0000004977,2020-02-21,2019-12-31,2019-02-25,2018-12-31,2020-04-30,2020-03-31,2019-10-25,2019-09-30,2019-07-26,2019-06-30,2019-04-26,2019-03-31,2018-11-01,2018-09-30,2018-08-03,2018-06-30
a,0001090872,2019-12-19,2019-10-31,2018-12-20,2018-10-31,2020-06-01,2020-04-30,2020-03-03,2020-01-31,2019-08-30,2019-07-31,2019-05-30,2019-04-30,2019-03-05,2019-01-31,2018-08-30,2018-07-31
apd,0000002969,2019-11-26,2019-09-30,2018-11-20,2018-09-30,2020-04-23,2020-03-31,2020-01-24,2019-12-31,2019-07-25,2019-06-30,2019-04-24,2019-03-31,2019-01-25,2018-12-31,2018-07-26,2018-06-30
akam,0001086222,2020-02-28,2019-12-31,2019-02-28,2018-12-31,2020-05-08,2020-03-31,2019-11-08,2019-09-30,2019-08-08,2019-06-30,2019-05-09,2019-03-31,2018-11-08,2018-09-30,2018-08-08,2018-06-30
alk,0000766421,2020-02-12,2019-12-31,2019-02-15,2018-12-31,2020-05-14,2020-03-31,2019-11-07,2019-09-30,2019-08-06,2019-06-30,2019-05-09,2019-03-31,2018-11-02,2018-09-30,2018-08-08,2018-06-30
alb,0000915913,2020-02-26,2019-12-31,2019-02-27,2018-12-31,2020-05-11,2020-03-31,2019-11-06,2019-09-30,2019-08-07,2019-06-30,2019-05-08,2019-03-31,2018-11-07,2018-09-30,2018-08-07,2018-06-30
are,0001035443,2020-02-04,2019-12-31,2019-02-05,2018-12-31,2020-04-27,2020-03-31,2019-10-29,2019-09-30,2019-07-30,2019-06-30,2019-04-30,2019-03-31,2018-10-30,2018-09-30,2018-07-31,2018-06-30
alxn,0000899866,2020-02-04,2019-12-31,2019-02-06,2018-12-31,2020-05-06,2020-03-31,2019-10-23,2019-09-30,2019-07-24,2019-06-30,2019-04-25,2019-03-31,2018-10-24,2018-09-30,2018-07-26,2018-06-30
algn,0001097149,2020-02-28,2019-12-31,2019-02-28,2018-12-31,2020-05-05,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2018-11-01,2018-09-30,2018-08-02,2018-06-30
alle,0001579241,2020-02-18,2019-12-31,2019-02-19,2018-12-31,2020-04-23,2020-03-31,2019-10-24,2019-09-30,2019-07-25,2019-06-30,2019-04-25,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
ads,0001101215,2020-02-28,2019-12-31,2019-02-26,2018-12-31,2020-05-06,2020-03-31,2019-11-06,2019-09-30,2019-08-06,2019-06-30,2019-05-06,2019-03-31,2018-11-06,2018-09-30,2018-08-07,2018-06-30
lnt,0000352541,2020-02-21,2019-12-31,2019-02-22,2018-12-31,2020-05-08,2020-03-31,2019-11-07,2019-09-30,2019-08-02,2019-06-30,2019-05-03,2019-03-31,2018-11-07,2018-09-30,2018-08-03,2018-06-30
all,0000899051,2020-02-21,2019-12-31,2019-02-15,2018-12-31,2020-05-05,2020-03-31,2019-10-29,2019-09-30,2019-07-30,2019-06-30,2019-05-01,2019-03-31,2018-10-31,2018-09-30,2018-08-01,2018-06-30
goog,0001652044,2020-02-04,2019-12-31,2019-02-05,2018-12-31,2020-04-29,2020-03-31,2019-10-29,2019-09-30,2019-07-26,2019-06-30,2019-04-30,2019-03-31,2018-10-26,2018-09-30,2018-07-24,2018-06-30
mo,0000764180,2020-02-25,2019-12-31,2019-02-26,2018-12-31,2020-04-30,2020-03-31,2019-10-31,2019-09-30,2019-07-30,2019-06-30,2019-04-25,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
amzn,0001018724,2020-01-31,2019-12-31,2019-02-01,2018-12-31,2020-05-01,2020-03-31,2019-10-25,2019-09-30,2019-07-26,2019-06-30,2019-04-26,2019-03-31,2018-10-26,2018-09-30,2018-07-27,2018-06-30
amcr,0001748790,2019-09-03,2019-06-30,,,2020-05-11,2020-03-31,2020-02-11,2019-12-31,2019-11-07,2019-09-30,2019-05-09,2019-03-31,,,,
aee,0001002910,2020-02-28,2019-12-31,2019-02-26,2018-12-31,2020-05-11,2020-03-31,2019-11-08,2019-09-30,2019-08-02,2019-06-30,2019-05-10,2019-03-31,2018-11-02,2018-09-30,2018-08-08,2018-06-30
aal,0000006201,2020-02-19,2019-12-31,2019-02-25,2018-12-31,2020-04-30,2020-03-31,2019-10-24,2019-09-30,2019-07-25,2019-06-30,2019-04-26,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
aep,0000004904,2020-02-20,2019-12-31,2019-02-21,2018-12-31,2020-05-06,2020-03-31,2019-10-24,2019-09-30,2019-07-25,2019-06-30,2019-04-26,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
axp,0000004962,2020-02-13,2019-12-31,2019-02-13,2018-12-31,2020-04-24,2020-03-31,2019-10-21,2019-09-30,2019-07-23,2019-06-30,2019-04-23,2019-03-31,2018-10-23,2018-09-30,2018-07-24,2018-06-30
aig,0000005272,2020-02-21,2019-12-31,2019-02-15,2018-12-31,2020-05-05,2020-03-31,2019-11-01,2019-09-30,2019-08-08,2019-06-30,2019-05-07,2019-03-31,2018-11-02,2018-09-30,2018-08-03,2018-06-30
amt,0001053507,2020-02-25,2019-12-31,2019-02-27,2018-12-31,2020-04-29,2020-03-31,2019-10-31,2019-09-30,2019-07-31,2019-06-30,2019-05-03,2019-03-31,2018-10-30,2018-09-30,2018-07-31,2018-06-30
awk,0001410636,2020-02-18,2019-12-31,2019-02-19,2018-12-31,2020-05-06,2020-03-31,2019-10-30,2019-09-30,2019-07-31,2019-06-30,2019-05-01,2019-03-31,2018-10-31,2018-09-30,2018-08-01,2018-06-30
amp,0000820027,2020-02-26,2019-12-31,2019-02-27,2018-12-31,2020-05-11,2020-03-31,2019-11-12,2019-09-30,2019-08-05,2019-06-30,2019-05-01,2019-03-31,2018-11-05,2018-09-30,2018-08-06,2018-06-30
abc,0001140859,2019-11-19,2019-09-30,2018-11-20,2018-09-30,2020-05-07,2020-03-31,2020-01-30,2019-12-31,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2019-01-31,2018-12-31,2018-08-02,2018-06-30
ame,0001037868,2020-02-20,2019-12-31,2019-02-21,2018-12-31,2020-05-05,2020-03-31,2019-11-01,2019-09-30,2019-08-02,2019-06-30,2019-05-02,2019-03-31,2018-11-02,2018-09-30,2018-08-02,2018-06-30
amgn,0000318154,2020-02-12,2019-12-31,2019-02-13,2018-12-31,2020-05-01,2020-03-31,2019-10-30,2019-09-30,2019-07-31,2019-06-30,2019-05-01,2019-03-31,2018-10-31,2018-09-30,2018-07-27,2018-06-30
aph,0000820313,2020-02-12,2019-12-31,2019-02-13,2018-12-31,2020-04-24,2020-03-31,2019-10-25,2019-09-30,2019-07-26,2019-06-30,2019-04-26,2019-03-31,2018-10-26,2018-09-30,2018-07-31,2018-06-30
adi,0000006281,2019-11-26,2019-11-02,2018-11-27,2018-11-03,2020-05-20,2020-05-02,2020-02-19,2020-02-01,2019-08-21,2019-08-03,2019-05-22,2019-05-04,2019-02-20,2019-02-02,2018-08-22,2018-08-04
anss,0001013462,2020-02-27,2019-12-31,2019-02-28,2018-12-31,2020-05-06,2020-03-31,2019-11-07,2019-09-30,2019-08-06,2019-06-30,2019-05-02,2019-03-31,2018-11-08,2018-09-30,2018-08-07,2018-06-30
antm,0001156039,2020-02-19,2019-12-31,2019-02-20,2018-12-31,2020-04-29,2020-03-31,2019-10-23,2019-09-30,2019-07-24,2019-06-30,2019-04-24,2019-03-31,2018-10-31,2018-09-30,2018-07-25,2018-06-30
aon,0000315293,2020-02-14,2019-12-31,2019-02-19,2018-12-31,2020-05-01,2020-03-31,2019-10-25,2019-09-30,2019-07-26,2019-06-30,2019-04-26,2019-03-31,2018-10-26,2018-09-30,2018-07-27,2018-06-30
aos,0000091142,2020-02-24,2019-12-31,2019-02-15,2018-12-31,2020-05-05,2020-03-31,2019-11-06,2019-09-30,2019-08-08,2019-06-30,2019-05-09,2019-03-31,2018-11-08,2018-09-30,2018-08-06,2018-06-30
apa,0000006769,2020-02-28,2019-12-31,2019-03-01,2018-12-31,2020-05-07,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-03,2019-03-31,2018-11-01,2018-09-30,2018-08-02,2018-06-30
aiv,0000922864,2020-02-24,2019-12-31,2019-02-20,2018-12-31,2020-05-11,2020-03-31,2019-11-04,2019-09-30,2019-08-09,2019-06-30,2019-05-06,2019-03-31,2018-11-05,2018-09-30,2018-08-07,2018-06-30
aapl,0000320193,2019-10-31,2019-09-28,2018-11-05,2018-09-29,2020-05-01,2020-03-28,2020-01-29,2019-12-28,2019-07-31,2019-06-29,2019-05-01,2019-03-30,2019-01-30,2018-12-29,2018-08-01,2018-06-30
amat,0000006951,2019-12-13,2019-10-27,2018-12-13,2018-10-28,2020-05-21,2020-04-26,2020-02-20,2020-01-26,2019-08-22,2019-07-28,2019-05-23,2019-04-28,2019-02-21,2019-01-27,2018-08-23,2018-07-29
aptv,0001521332,2020-02-03,2019-12-31,2019-02-04,2018-12-31,2020-05-05,2020-03-31,2019-10-30,2019-09-30,2019-07-31,2019-06-30,2019-05-02,2019-03-31,2018-10-31,2018-09-30,2018-07-31,2018-06-30
adm,0000007084,2020-02-18,2019-12-31,2019-02-19,2018-12-31,2020-05-01,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-04-26,2019-03-31,2018-11-06,2018-09-30,2018-07-31,2018-06-30
anet,0001596532,2020-02-14,2019-12-31,2019-02-15,2018-12-31,2020-05-06,2020-03-31,2019-11-01,2019-09-30,2019-08-02,2019-06-30,2019-05-06,2019-03-31,2018-11-05,2018-09-30,2018-08-08,2018-06-30
ajg,0000354190,2020-02-07,2019-12-31,2019-02-08,2018-12-31,2020-05-05,2020-03-31,2019-10-25,2019-09-30,2019-07-26,2019-06-30,2019-04-29,2019-03-31,2018-10-26,2018-09-30,2018-07-27,2018-06-30
aiz,0001267238,2020-02-19,2019-12-31,2019-02-22,2018-12-31,2020-05-08,2020-03-31,2019-11-07,2019-09-30,2019-08-08,2019-06-30,2019-05-08,2019-03-31,2018-11-08,2018-09-30,2018-08-09,2018-06-30
t,0000732717,2020-02-20,2019-12-31,2019-02-20,2018-12-31,2020-05-06,2020-03-31,2019-11-05,2019-09-30,2019-08-05,2019-06-30,2019-05-06,2019-03-31,2018-11-02,2018-09-30,2018-08-02,2018-06-30
ato,0000731802,2019-11-12,2019-09-30,2018-11-13,2018-09-30,2020-05-06,2020-03-31,2020-02-04,2019-12-31,2019-08-07,2019-06-30,2019-05-07,2019-03-31,2019-02-05,2018-12-31,2018-08-08,2018-06-30
adsk,0000769397,2020-03-19,2020-01-31,2019-03-25,2019-01-31,2020-06-02,2020-04-30,2019-12-05,2019-10-31,2019-09-04,2019-07-31,2019-06-04,2019-04-30,2018-12-06,2018-10-31,2018-08-30,2018-07-31
adp,0000008670,2019-08-09,2019-06-30,2018-08-03,2018-06-30,2020-05-01,2020-03-31,2020-01-31,2019-12-31,2019-11-04,2019-09-30,2019-05-03,2019-03-31,2019-01-31,2018-12-31,2018-11-01,2018-09-30
azo,0000866787,2019-10-28,2019-08-31,2018-10-24,2018-08-25,2020-03-17,2020-02-15,2019-12-20,2019-11-23,2019-06-07,2019-05-04,2019-03-15,2019-02-09,2018-12-18,2018-11-17,2018-06-08,2018-05-05
avb,0000915912,2020-02-21,2019-12-31,2019-02-22,2018-12-31,2020-05-08,2020-03-31,2019-11-05,2019-09-30,2019-08-06,2019-06-30,2019-05-03,2019-03-31,2018-11-02,2018-09-30,2018-08-03,2018-06-30
avy,0000008818,2020-02-26,2019-12-28,2019-02-27,2018-12-29,2020-05-01,2020-03-28,2019-10-29,2019-09-28,2019-07-30,2019-06-29,2019-04-30,2019-03-30,2018-10-30,2018-09-29,2018-07-31,2018-06-30
bkr,0001701605,2020-02-13,2019-12-31,2019-02-19,2018-12-31,2020-04-24,2020-03-31,2019-10-30,2019-09-30,2019-08-01,2019-06-30,2019-04-30,2019-03-31,2018-10-30,2018-09-30,2018-07-30,2018-06-30
bll,0000009389,2020-02-19,2019-12-31,2019-02-22,2018-12-31,2020-05-08,2020-03-31,2019-11-01,2019-09-30,2019-08-02,2019-06-30,2019-05-03,2019-03-31,2018-11-02,2018-09-30,2018-08-03,2018-06-30
bac,0000070858,2020-02-19,2019-12-31,2019-02-26,2018-12-31,2020-05-01,2020-03-31,2019-10-28,2019-09-30,2019-07-29,2019-06-30,2019-04-26,2019-03-31,2018-10-29,2018-09-30,2018-07-30,2018-06-30
bk,0001390777,2020-02-27,2019-12-31,2019-02-27,2018-12-31,2020-05-07,2020-03-31,2019-11-07,2019-09-30,2019-08-07,2019-06-30,2019-05-08,2019-03-31,2018-11-06,2018-09-30,2018-08-03,2018-06-30
bax,0000010456,2020-03-17,2019-12-31,2019-02-21,2018-12-31,2020-04-30,2020-03-31,2020-03-17,2019-09-30,2019-07-30,2019-06-30,2019-05-08,2019-03-31,2018-11-05,2018-09-30,2018-08-06,2018-06-30
bdx,0000010795,2019-11-27,2019-09-30,2018-11-21,2018-09-30,2020-05-07,2020-03-31,2020-02-06,2019-12-31,2019-08-06,2019-06-30,2019-05-09,2019-03-31,2019-02-05,2018-12-31,2018-08-02,2018-06-30
bby,0000764478,2020-03-23,2020-02-01,2019-03-28,2019-02-02,2020-05-27,2020-05-02,2019-12-06,2019-11-02,2019-09-06,2019-08-03,2019-06-07,2019-05-04,2018-12-07,2018-11-03,2018-09-10,2018-08-04
biib,0000875045,2020-02-06,2019-12-31,2019-02-06,2018-12-31,2020-04-23,2020-03-31,2019-10-22,2019-09-30,2019-07-24,2019-06-30,2019-04-24,2019-03-31,2018-10-23,2018-09-30,2018-07-24,2018-06-30
blk,0001364742,2020-02-28,2019-12-31,2019-02-28,2018-12-31,2020-05-08,2020-03-31,2019-11-08,2019-09-30,2019-08-08,2019-06-30,2019-05-09,2019-03-31,2018-11-09,2018-09-30,2018-08-08,2018-06-30
ba,0000012927,2020-01-31,2019-12-31,2019-02-08,2018-12-31,2020-04-29,2020-03-31,2019-10-23,2019-09-30,2019-07-24,2019-06-30,2019-04-24,2019-03-31,2018-10-24,2018-09-30,2018-07-25,2018-06-30
bkng,0001075531,2020-02-26,2019-12-31,2019-02-27,2018-12-31,2020-05-07,2020-03-31,2019-11-07,2019-09-30,2019-08-07,2019-06-30,2019-05-09,2019-03-31,2018-11-05,2018-09-30,2018-08-09,2018-06-30
bwa,0000908255,2020-02-13,2019-12-31,2019-02-19,2018-12-31,2020-05-06,2020-03-31,2019-10-31,2019-09-30,2019-07-25,2019-06-30,2019-04-25,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
bxp,0001037540,2020-03-02,2019-12-31,2019-02-28,2018-12-31,2020-05-11,2020-03-31,2019-11-08,2019-09-30,2019-08-07,2019-06-30,2019-05-08,2019-03-31,2018-11-07,2018-09-30,2018-08-07,2018-06-30
bsx,0000885725,2020-02-25,2019-12-31,2019-02-19,2018-12-31,2020-05-06,2020-03-31,2019-11-05,2019-09-30,2019-07-30,2019-06-30,2019-04-29,2019-03-31,2018-10-29,2018-09-30,2018-07-31,2018-06-30
bmy,0000014272,2020-02-24,2019-12-31,2019-02-25,2018-12-31,2020-05-07,2020-03-31,2019-10-31,2019-09-30,2019-07-25,2019-06-30,2019-04-25,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
avgo,0001730168,2019-12-20,2019-11-03,2018-12-21,2018-11-04,2020-03-13,2020-02-02,2019-09-13,2019-08-04,2019-06-14,2019-05-05,2019-03-15,2019-02-03,2018-09-13,2018-08-05,2018-06-14,2018-05-06
br,0001383312,2019-08-06,2019-06-30,2018-08-07,2018-06-30,2020-05-08,2020-03-31,2020-01-31,2019-12-31,2019-11-06,2019-09-30,2019-05-07,2019-03-31,2019-02-07,2018-12-31,2018-11-06,2018-09-30
chrw,0001043277,2020-02-19,2019-12-31,2019-02-25,2018-12-31,2020-05-01,2020-03-31,2019-11-04,2019-09-30,2019-08-08,2019-06-30,2019-05-08,2019-03-31,2018-11-07,2018-09-30,2018-08-08,2018-06-30
cog,0000858470,2020-02-25,2019-12-31,2019-02-26,2018-12-31,2020-05-01,2020-03-31,2019-10-25,2019-09-30,2019-07-26,2019-06-30,2019-04-26,2019-03-31,2018-10-26,2018-09-30,2018-07-27,2018-06-30
cdns,0000813672,2020-02-24,2019-12-28,2019-02-27,2018-12-29,2020-04-20,2020-03-28,2019-10-21,2019-09-28,2019-07-22,2019-06-29,2019-04-22,2019-03-30,2018-10-22,2018-09-29,2018-07-23,2018-06-30
cpb,0000016732,2019-09-26,2019-07-28,2018-09-27,2018-07-29,2020-06-03,2020-04-26,2020-03-04,2020-01-26,2019-12-04,2019-10-27,2019-06-05,2019-04-28,2019-03-06,2019-01-27,2018-12-06,2018-10-28
cof,0000927628,2020-02-20,2019-12-31,2019-02-20,2018-12-31,2020-05-01,2020-03-31,2019-10-31,2019-09-30,2019-07-31,2019-06-30,2019-05-01,2019-03-31,2018-11-01,2018-09-30,2018-07-27,2018-06-30
cah,0000721371,2019-08-20,2019-06-30,2018-08-22,2018-06-30,2020-05-11,2020-03-31,2020-02-06,2019-12-31,2019-11-07,2019-09-30,2019-05-09,2019-03-31,2019-02-07,2018-12-31,2018-11-08,2018-09-30
kmx,0001170010,2020-04-21,2020-02-29,2019-04-19,2019-02-28,2020-01-07,2019-11-30,2019-10-04,2019-08-31,2019-07-03,2019-05-31,2019-01-08,2018-11-30,2018-10-05,2018-08-31,2018-07-05,2018-05-31
ccl,0000815097,2020-01-28,2019-11-30,2019-01-28,2018-11-30,2020-04-03,2020-02-29,2019-09-26,2019-08-31,2019-06-24,2019-05-31,2019-04-09,2019-02-28,2018-09-27,2018-08-31,2018-06-25,2018-05-31
carr,0001783180,,,,,2020-05-11,2020-03-31,,,,,,,,,,
cat,0000018230,2020-02-19,2019-12-31,2019-02-14,2018-12-31,2020-05-06,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-06,2019-03-31,2018-10-31,2018-09-30,2018-08-07,2018-06-30
cboe,0001374310,2020-02-21,2019-12-31,2019-02-22,2018-12-31,2020-05-01,2020-03-31,2019-11-01,2019-09-30,2019-08-02,2019-06-30,2019-05-03,2019-03-31,2018-11-02,2018-09-30,2018-08-03,2018-06-30
cbre,0001138118,2020-03-02,2019-12-31,2019-03-01,2018-12-31,2020-05-07,2020-03-31,2019-11-06,2019-09-30,2019-08-09,2019-06-30,2019-05-10,2019-03-31,2018-11-09,2018-09-30,2018-08-09,2018-06-30
cdw,0001402057,2020-02-28,2019-12-31,2019-02-27,2018-12-31,2020-05-06,2020-03-31,2019-10-31,2019-09-30,2019-07-31,2019-06-30,2019-05-01,2019-03-31,2018-10-31,2018-09-30,2018-08-03,2018-06-30
ce,0001306830,2020-02-06,2019-12-31,2019-02-07,2018-12-31,2020-04-28,2020-03-31,2019-10-22,2019-09-30,2019-07-23,2019-06-30,2019-04-23,2019-03-31,2018-10-19,2018-09-30,2018-07-20,2018-06-30
cnc,0001071739,2020-02-18,2019-12-31,2019-02-19,2018-12-31,2020-04-28,2020-03-31,2019-10-22,2019-09-30,2019-07-23,2019-06-30,2019-04-23,2019-03-31,2018-10-23,2018-09-30,2018-07-24,2018-06-30
cnp,0001130310,2020-02-27,2019-12-31,2019-02-28,2018-12-31,2020-05-07,2020-03-31,2019-11-07,2019-09-30,2019-08-07,2019-06-30,2019-05-09,2019-03-31,2018-11-08,2018-09-30,2018-08-03,2018-06-30
ctl,0000018926,2020-02-28,2019-12-31,2019-03-11,2018-12-31,2020-05-07,2020-03-31,2019-11-07,2019-09-30,2019-08-08,2019-06-30,2019-05-10,2019-03-31,2018-11-09,2018-09-30,2018-08-09,2018-06-30
cern,0000804753,2020-02-10,2019-12-28,2019-02-08,2018-12-29,2020-04-29,2020-03-31,2019-10-25,2019-09-28,2019-07-25,2019-06-29,2019-04-26,2019-03-30,2018-10-26,2018-09-29,2018-08-03,2018-06-30
cf,0001324404,2020-02-24,2019-12-31,2019-02-22,2018-12-31,2020-05-07,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2018-11-01,2018-09-30,2018-08-02,2018-06-30
schw,0000316709,2020-02-26,2019-12-31,2019-02-22,2018-12-31,2020-05-08,2020-03-31,2019-11-07,2019-09-30,2019-08-07,2019-06-30,2019-05-08,2019-03-31,2018-11-07,2018-09-30,2018-08-08,2018-06-30
chtr,0001091667,2020-01-31,2019-12-31,2019-01-31,2018-12-31,2020-05-01,2020-03-31,2019-10-25,2019-09-30,2019-07-26,2019-06-30,2019-04-30,2019-03-31,2018-10-26,2018-09-30,2018-07-31,2018-06-30
