ticker,cik,10-K #1 Filing Date,10-K #1 Period,10-K #2 Filing Date,10-K #2 Period,10-Q #1 Filing Date,10-Q #1 Period,10-Q #2 Filing Date,10-Q #2 Period,10-Q #3 Filing Date,10-Q #3 Period,10-Q #4 Filing Date,10-Q #4 Period,10-Q #5 Filing Date,10-Q #5 Period,10-Q #6 Filing Date,10-Q #6 Period
cvx,0000093410,2020-02-21,2019-12-31,2019-02-22,2018-12-31,2020-05-06,2020-03-31,2019-11-07,2019-09-30,2019-08-07,2019-06-30,2019-05-02,2019-03-31,2018-11-08,2018-09-30,2018-08-02,2018-06-30
cmg,0001058090,2020-02-05,2019-12-31,2019-02-08,2018-12-31,2020-04-29,2020-03-31,2019-10-23,2019-09-30,2019-07-24,2019-06-30,2019-04-25,2019-03-31,2018-10-26,2018-09-30,2018-07-27,2018-06-30
cb,0000896159,2020-02-27,2019-12-31,2019-02-28,2018-12-31,2020-04-29,2020-03-31,2019-10-31,2019-09-30,2019-07-31,2019-06-30,2019-05-02,2019-03-31,2018-10-30,2018-09-30,2018-08-01,2018-06-30
chd,0000313927,2020-02-18,2019-12-31,2019-02-21,2018-12-31,2020-04-30,2020-03-31,2019-10-31,2019-09-30,2019-07-31,2019-06-30,2019-05-02,2019-03-31,2018-11-01,2018-09-30,2018-08-02,2018-06-30
ci,0001739940,2020-02-27,2019-12-31,2019-02-28,2018-12-31,2020-05-07,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,,,,
cinf,0000020286,2020-02-25,2019-12-31,2019-02-22,2018-12-31,2020-04-27,2020-03-31,2019-10-24,2019-09-30,2019-07-30,2019-06-30,2019-04-24,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
ctas,0000723254,2019-07-26,2019-05-31,2018-07-27,2018-05-31,2020-03-31,2020-02-29,2020-01-09,2019-11-30,2019-10-08,2019-08-31,2019-04-05,2019-02-28,2019-01-08,2018-11-30,2018-10-05,2018-08-31
csco,0000858877,2019-09-05,2019-07-27,2018-09-06,2018-07-28,2020-05-18,2020-04-25,2020-02-18,2020-01-25,2019-11-19,2019-10-26,2019-05-21,2019-04-27,2019-02-19,2019-01-26,2018-11-20,2018-10-27
c,0000831001,2020-02-21,2019-12-31,2019-02-22,2018-12-31,2020-05-04,2020-03-31,2019-11-01,2019-09-30,2019-08-01,2019-06-30,2019-04-30,2019-03-31,2018-10-30,2018-09-30,2018-07-31,2018-06-30
cfg,0000759944,2020-02-24,2019-12-31,2019-02-21,2018-12-31,2020-05-07,2020-03-31,2019-11-06,2019-09-30,2019-08-06,2019-06-30,2019-05-08,2019-03-31,2018-11-07,2018-09-30,2018-08-06,2018-06-30
ctxs,0000877890,2020-02-14,2019-12-31,2019-02-15,2018-12-31,2020-05-05,2020-03-31,2019-11-01,2019-09-30,2019-08-06,2019-06-30,2019-05-10,2019-03-31,2018-11-05,2018-09-30,2018-08-03,2018-06-30
clx,0000021076,2019-08-14,2019-06-30,2018-08-14,2018-06-30,2020-05-01,2020-03-31,2020-02-04,2019-12-31,2019-10-31,2019-09-30,2019-05-01,2019-03-31,2019-02-04,2018-12-31,2018-10-31,2018-09-30
cme,0001156375,2020-02-28,2019-12-31,2019-02-28,2018-12-31,2020-05-06,2020-03-31,2019-11-06,2019-09-30,2019-08-07,2019-06-30,2019-05-08,2019-03-31,2018-11-02,2018-09-30,2018-08-01,2018-06-30
cms,0000811156,2020-02-06,2019-12-31,2019-02-05,2018-12-31,2020-04-27,2020-03-31,2019-10-24,2019-09-30,2019-07-25,2019-06-30,2019-04-25,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
ko,0000021344,2020-02-24,2019-12-31,2019-02-21,2018-12-31,2020-04-24,2020-03-27,2019-10-24,2019-09-27,2019-07-25,2019-06-28,2019-04-25,2019-03-29,2018-10-30,2018-09-28,2018-07-26,2018-06-29
ctsh,0001058290,2020-02-14,2019-12-31,2019-02-19,2018-12-31,2020-05-08,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-03,2019-03-31,2018-10-30,2018-09-30,2018-08-02,2018-06-30
cl,0000021665,2020-02-21,2019-12-31,2019-02-21,2018-12-31,2020-05-01,2020-03-31,2019-11-01,2019-09-30,2019-07-26,2019-06-30,2019-04-26,2019-03-31,2018-10-26,2018-09-30,2018-07-27,2018-06-30
cmcsa,0001166691,2020-01-30,2019-12-31,2019-01-31,2018-12-31,2020-04-30,2020-03-31,2019-10-24,2019-09-30,2019-07-25,2019-06-30,2019-04-25,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
cma,0000028412,2020-02-11,2019-12-31,2019-02-12,2018-12-31,2020-04-29,2020-03-31,2019-10-30,2019-09-30,2019-08-01,2019-06-30,2019-04-29,2019-03-31,2018-10-31,2018-09-30,2018-07-31,2018-06-30
cag,0000023217,2019-07-19,2019-05-26,2018-07-20,2018-05-27,2020-03-31,2020-02-23,2020-01-02,2019-11-24,2019-10-01,2019-08-25,2019-04-02,2019-02-24,2019-01-03,2018-11-25,2018-10-02,2018-08-26
cxo,0001358071,2020-02-19,2019-12-31,2019-02-20,2018-12-31,2020-05-01,2020-03-31,2019-10-30,2019-09-30,2019-08-01,2019-06-30,2019-05-01,2019-03-31,2018-10-31,2018-09-30,2018-08-02,2018-06-30
cop,0001163165,2020-02-18,2019-12-31,2019-02-19,2018-12-31,2020-05-05,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2018-10-30,2018-09-30,2018-07-31,2018-06-30
ed,0001047862,2020-02-20,2019-12-31,2019-02-21,2018-12-31,2020-05-07,2020-03-31,2019-11-04,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2018-11-01,2018-09-30,2018-08-02,2018-06-30
stz,0000016918,2020-04-21,2020-02-29,2019-04-23,2019-02-28,2020-01-08,2019-11-30,2019-10-03,2019-08-31,2019-06-28,2019-05-31,2019-01-09,2018-11-30,2018-10-04,2018-08-31,2018-06-29,2018-05-31
coo,0000711404,2019-12-20,2019-10-31,2018-12-21,2018-10-31,2020-06-05,2020-04-30,2020-03-06,2020-01-31,2019-08-30,2019-07-31,2019-05-31,2019-04-30,2019-03-06,2019-01-31,2018-08-31,2018-07-31
cprt,0000900075,2019-09-30,2019-07-31,2018-10-01,2018-07-31,2020-05-28,2020-04-30,2020-02-27,2020-01-31,2019-11-25,2019-10-31,2019-05-29,2019-04-30,2019-02-28,2019-01-31,2018-11-29,2018-10-31
glw,0000024741,2020-02-18,2019-12-31,2019-02-12,2018-12-31,2020-05-05,2020-03-31,2019-10-30,2019-09-30,2019-07-31,2019-06-30,2019-05-03,2019-03-31,2018-10-24,2018-09-30,2018-07-27,2018-06-30
ctva,0001755672,2020-02-14,2019-12-31,,,2020-05-07,2020-03-31,2019-10-31,2019-09-30,2019-08-06,2019-06-30,2019-05-31,2019-03-31,,,,
cost,0000909832,2019-10-11,2019-09-01,2018-10-26,2018-09-02,2020-06-04,2020-05-10,2020-03-12,2020-02-16,2019-12-23,2019-11-24,2019-06-06,2019-05-12,2019-03-13,2019-02-17,2018-12-20,2018-11-25
coty,0001024305,2019-08-28,2019-06-30,2018-08-21,2018-06-30,2020-05-11,2020-03-31,2020-02-05,2019-12-31,2019-11-06,2019-09-30,2019-05-08,2019-03-31,2019-02-08,2018-12-31,2018-11-07,2018-09-30
cci,0001051470,2020-03-10,2019-12-31,2019-02-25,2018-12-31,2020-05-01,2020-03-31,2019-11-04,2019-09-30,2019-07-31,2019-06-30,2019-05-03,2019-03-31,2018-11-05,2018-09-30,2018-08-06,2018-06-30
csx,0000277948,2020-02-12,2019-12-31,2019-02-06,2018-12-31,2020-04-23,2020-03-31,2019-10-17,2019-09-30,2019-07-17,2019-06-30,2019-04-17,2019-03-31,2018-10-17,2018-09-30,2018-07-18,2018-06-30
cmi,0000026172,2020-02-11,2019-12-31,2019-02-11,2018-12-31,2020-04-28,2020-03-29,2019-10-29,2019-09-29,2019-07-30,2019-06-30,2019-04-30,2019-03-31,2018-10-30,2018-09-30,2018-07-31,2018-07-01
cvs,0000064803,2020-02-18,2019-12-31,2019-02-28,2018-12-31,2020-05-06,2020-03-31,2019-11-06,2019-09-30,2019-08-07,2019-06-30,2019-05-01,2019-03-31,2018-11-06,2018-09-30,2018-08-08,2018-06-30
dhi,0000882184,2019-11-25,2019-09-30,2018-11-16,2018-09-30,2020-04-29,2020-03-31,2020-01-28,2019-12-31,2019-07-31,2019-06-30,2019-04-30,2019-03-31,2019-01-29,2018-12-31,2018-07-27,2018-06-30
dhr,0000313616,2020-02-21,2019-12-31,2019-02-21,2018-12-31,2020-05-06,2020-04-03,2019-10-24,2019-09-27,2019-07-18,2019-06-28,2019-04-18,2019-03-29,2018-10-18,2018-09-28,2018-07-19,2018-06-29
dri,0000940944,2019-07-19,2019-05-26,2018-07-20,2018-05-27,2020-03-31,2020-02-23,2020-01-02,2019-11-24,2019-10-01,2019-08-25,2019-04-02,2019-02-24,2019-01-02,2018-11-25,2018-10-02,2018-08-26
dva,0000927066,2020-02-21,2019-12-31,2019-02-22,2018-12-31,2020-05-05,2020-03-31,2019-11-07,2019-09-30,2019-08-02,2019-06-30,2019-05-07,2019-03-31,2018-11-07,2018-09-30,2018-08-01,2018-06-30
de,0000315189,2019-12-19,2019-11-03,2018-12-17,2018-10-28,2020-05-28,2020-05-03,2020-02-27,2020-02-02,2019-08-29,2019-07-28,2019-05-30,2019-04-28,2019-02-28,2019-01-27,2018-08-30,2018-07-29
dal,0000027904,2020-02-13,2019-12-31,2019-02-15,2018-12-31,2020-04-22,2020-03-31,2019-10-10,2019-09-30,2019-07-11,2019-06-30,2019-04-10,2019-03-31,2018-10-11,2018-09-30,2018-07-12,2018-06-30
xray,0000818479,2020-03-02,2019-12-31,2019-03-08,2018-12-31,2020-05-11,2020-03-31,2019-11-07,2019-09-30,2019-08-02,2019-06-30,2019-05-03,2019-03-31,2018-11-08,2018-09-30,2018-08-07,2018-06-30
dvn,0001090012,2020-02-19,2019-12-31,2019-02-20,2018-12-31,2020-05-06,2020-03-31,2019-11-06,2019-09-30,2019-08-07,2019-06-30,2019-05-01,2019-03-31,2018-11-07,2018-09-30,2018-08-01,2018-06-30
dxcm,0001093557,2020-02-13,2019-12-31,2019-02-21,2018-12-31,2020-04-28,2020-03-31,2019-11-06,2019-09-30,2019-07-31,2019-06-30,2019-05-01,2019-03-31,2018-11-06,2018-09-30,2018-08-01,2018-06-30
fang,0001539838,2020-02-27,2019-12-31,2019-02-25,2018-12-31,2020-05-08,2020-03-31,2019-11-06,2019-09-30,2019-08-09,2019-06-30,2019-05-10,2019-03-31,2018-11-07,2018-09-30,2018-08-09,2018-06-30
dlr,0001297996,2020-03-02,2019-12-31,2019-02-25,2018-12-31,2020-05-11,2020-03-31,2019-11-08,2019-09-30,2019-08-07,2019-06-30,2019-05-10,2019-03-31,2018-11-02,2018-09-30,2018-08-07,2018-06-30
dfs,0001393612,2020-02-26,2019-12-31,2019-02-20,2018-12-31,2020-04-30,2020-03-31,2019-10-30,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2018-10-31,2018-09-30,2018-08-01,2018-06-30
disca,0001437107,2020-02-27,2019-12-31,2019-03-01,2018-12-31,2020-05-06,2020-03-31,2019-11-07,2019-09-30,2019-08-06,2019-06-30,2019-05-02,2019-03-31,2018-11-09,2018-09-30,2018-08-08,2018-06-30
disck,0001437107,2020-02-27,2019-12-31,2019-03-01,2018-12-31,2020-05-06,2020-03-31,2019-11-07,2019-09-30,2019-08-06,2019-06-30,2019-05-02,2019-03-31,2018-11-09,2018-09-30,2018-08-08,2018-06-30
dish,0001001082,2020-02-19,2019-12-31,2019-02-13,2018-12-31,2020-05-07,2020-03-31,,,,,,,,,,
dg,0000029534,2020-03-19,2020-01-31,2019-03-22,2019-02-01,2020-05-28,2020-05-01,2019-12-05,2019-11-01,2019-08-29,2019-08-02,2019-05-30,2019-05-03,2018-12-04,2018-11-02,2018-08-30,2018-08-03
dltr,0000935703,2020-03-20,2020-02-01,2019-03-27,2019-02-02,2020-05-28,2020-05-02,2019-11-26,2019-11-02,2019-08-29,2019-08-03,2019-05-31,2019-05-04,2018-11-29,2018-11-03,2018-08-30,2018-08-04
d,0000715957,2020-02-28,2019-12-31,,,2020-05-05,2020-03-31,2019-11-01,2019-09-30,2019-08-01,2019-06-30,2019-05-03,2019-03-31,2018-11-02,2018-09-30,2018-08-02,2018-06-30
dpz,0001286681,2020-02-20,2019-12-29,2019-02-21,2018-12-30,2020-04-23,2020-03-22,2019-10-08,2019-09-08,2019-07-16,2019-06-16,2019-04-24,2019-03-24,2018-10-16,2018-09-09,2018-07-19,2018-06-17
dov,0000029905,2020-02-14,2019-12-31,,,2020-04-21,2020-03-31,2019-10-17,2019-09-30,2019-07-18,2019-06-30,2019-04-18,2019-03-31,2018-10-18,2018-09-30,2018-07-19,2018-06-30
dow,0001751788,2020-02-07,2019-12-31,,,2020-05-01,2020-03-31,2019-10-25,2019-09-30,2019-07-25,2019-06-30,2019-05-03,2019-03-31,,,,
dte,0000936340,2020-02-05,2019-12-31,2019-02-07,2018-12-31,2020-04-28,2020-03-31,2019-10-28,2019-09-30,2019-07-24,2019-06-30,2019-04-24,2019-03-31,2018-10-24,2018-09-30,2018-07-25,2018-06-30
duk,0001326160,2020-02-20,2019-12-31,2019-02-28,2018-12-31,2020-05-12,2020-03-31,2019-11-08,2019-09-30,2019-08-06,2019-06-30,2019-05-09,2019-03-31,2018-11-02,2018-09-30,2018-08-02,2018-06-30
dre,0000783280,2020-02-25,2019-12-31,2019-02-22,2018-12-31,2020-05-01,2020-03-31,2019-11-01,2019-09-30,2019-08-02,2019-06-30,2019-04-26,2019-03-31,2018-10-31,2018-09-30,2018-07-27,2018-06-30
dd,0001666700,2020-02-14,2019-12-31,2019-02-11,2018-12-31,2020-05-05,2020-03-31,2019-10-31,2019-09-30,2019-08-06,2019-06-30,2019-05-03,2019-03-31,2018-11-02,2018-09-30,2018-08-03,2018-06-30
dxc,0001688568,2020-06-01,2020-03-31,2019-06-13,2019-03-31,2020-02-07,2019-12-31,2019-11-12,2019-09-30,2019-08-09,2019-06-30,2019-02-08,2018-12-31,2018-11-08,2018-09-30,2018-08-08,2018-06-30
etfc,0001015780,2020-02-19,2019-12-31,2019-02-20,2018-12-31,2020-05-06,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2018-11-01,2018-09-30,2018-08-06,2018-06-30
emn,0000915389,2020-02-26,2019-12-31,2019-02-27,2018-12-31,2020-05-11,2020-03-31,2019-11-01,2019-09-30,2019-08-06,2019-06-30,2019-05-03,2019-03-31,2018-10-29,2018-09-30,2018-08-03,2018-06-30
etn,0001551182,2020-02-26,2019-12-31,2019-02-27,2018-12-31,2020-04-30,2020-03-31,2019-10-29,2019-09-30,2019-07-30,2019-06-30,2019-04-30,2019-03-31,2018-10-30,2018-09-30,2018-07-31,2018-06-30
ebay,0001065088,2020-01-31,2019-12-31,2019-01-30,2018-12-31,2020-04-30,2020-03-31,2019-10-24,2019-09-30,2019-07-18,2019-06-30,2019-04-24,2019-03-31,2018-10-31,2018-09-30,2018-07-19,2018-06-30
ecl,0000031462,2020-02-28,2019-12-31,2019-03-01,2018-12-31,2020-05-07,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2018-11-01,2018-09-30,2018-08-02,2018-06-30
eix,0000827052,2020-02-27,2019-12-31,2019-02-28,2018-12-31,2020-04-30,2020-03-31,2019-10-29,2019-09-30,2019-07-25,2019-06-30,2019-04-30,2019-03-31,2018-10-30,2018-09-30,2018-07-26,2018-06-30
ew,0001099800,2020-02-14,2019-12-31,2019-02-15,2018-12-31,2020-04-28,2020-03-31,2019-10-25,2019-09-30,2019-07-26,2019-06-30,2019-04-26,2019-03-31,2018-10-26,2018-09-30,2018-07-27,2018-06-30
ea,0000712515,2020-05-20,2020-03-31,2019-05-24,2019-03-31,2020-02-04,2019-12-31,2019-11-06,2019-09-30,2019-08-06,2019-06-30,2019-02-06,2018-12-31,2018-11-06,2018-09-30,2018-08-08,2018-06-30
emr,0000032604,2019-11-18,2019-09-30,2018-11-19,2018-09-30,2020-04-24,2020-03-31,2020-02-05,2019-12-31,2019-08-07,2019-06-30,2019-05-09,2019-03-31,2019-02-06,2018-12-31,2018-08-08,2018-06-30
etr,0000065984,2020-02-21,2019-12-31,2019-02-26,2018-12-31,2020-05-11,2020-03-31,2019-11-05,2019-09-30,2019-08-06,2019-06-30,2019-05-03,2019-03-31,2018-11-06,2018-09-30,2018-08-07,2018-06-30
eog,0000821189,2020-02-27,2019-12-31,2019-02-26,2018-12-31,2020-05-07,2020-03-31,2019-11-06,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2018-11-01,2018-09-30,2018-08-02,2018-06-30
efx,0000033185,2020-02-20,2019-12-31,2019-02-21,2018-12-31,2020-04-21,2020-03-31,2019-10-24,2019-09-30,2019-07-25,2019-06-30,2019-05-10,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
eqix,0001101239,2020-02-21,2019-12-31,2019-02-22,2018-12-31,2020-05-07,2020-03-31,2019-11-01,2019-09-30,2019-08-02,2019-06-30,2019-05-03,2019-03-31,2018-11-02,2018-09-30,2018-08-08,2018-06-30
eqr,0000906107,2020-02-20,2019-12-31,2019-02-21,2018-12-31,2020-05-07,2020-03-31,2019-10-30,2019-09-30,2019-08-02,2019-06-30,2019-05-06,2019-03-31,2018-10-30,2018-09-30,2018-08-02,2018-06-30
ess,0000920522,2020-02-20,2019-12-31,2019-02-21,2018-12-31,2020-05-07,2020-03-31,2019-10-24,2019-09-30,2019-07-25,2019-06-30,2019-04-26,2019-03-31,2018-10-31,2018-09-30,2018-08-03,2018-06-30
el,0001001250,2019-08-23,2019-06-30,2018-08-24,2018-06-30,2020-05-01,2020-03-31,2020-02-06,2019-12-31,2019-10-31,2019-09-30,2019-05-01,2019-03-31,2019-02-05,2018-12-31,2018-10-31,2018-09-30
evrg,0001711269,2020-03-02,2019-12-31,2019-02-22,2018-12-31,2020-05-06,2020-03-31,2019-11-06,2019-09-30,2019-08-07,2019-06-30,2019-05-08,2019-03-31,2018-11-07,2018-09-30,2018-08-08,2018-06-30
es,0000072741,2020-02-27,2019-12-31,2019-02-26,2018-12-31,2020-05-08,2020-03-31,2019-11-07,2019-09-30,2019-08-06,2019-06-30,2019-05-07,2019-03-31,2018-11-06,2018-09-30,2018-08-03,2018-06-30
re,0001095073,2020-03-02,2019-12-31,2019-03-01,2018-12-31,2020-05-11,2020-03-31,2019-11-12,2019-09-30,2019-08-09,2019-06-30,2019-05-10,2019-03-31,2018-11-09,2018-09-30,2018-08-09,2018-06-30
exc,0001109357,2020-02-11,2019-12-31,2019-02-08,2018-12-31,2020-05-08,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2018-11-01,2018-09-30,2018-08-02,2018-06-30
expe,0001324424,2020-02-14,2019-12-31,2019-02-08,2018-12-31,2020-05-21,2020-03-31,2019-11-07,2019-09-30,2019-07-25,2019-06-30,2019-05-03,2019-03-31,2018-10-26,2018-09-30,2018-07-27,2018-06-30
expd,0000746515,2020-02-21,2019-12-31,2019-02-22,2018-12-31,2020-05-07,2020-03-31,,,,,,,,,,
exr,0001289490,2020-02-25,2019-12-31,2019-02-26,2018-12-31,2020-05-08,2020-03-31,2019-11-05,2019-09-30,2019-08-06,2019-06-30,2019-05-07,2019-03-31,2018-11-06,2018-09-30,2018-08-09,2018-06-30
xom,0000034088,2020-02-26,2019-12-31,2019-02-27,2018-12-31,2020-05-06,2020-03-31,2019-11-06,2019-09-30,2019-08-07,2019-06-30,2019-05-02,2019-03-31,2018-11-07,2018-09-30,2018-08-02,2018-06-30
ffiv,0001048695,2019-11-15,2019-09-30,2018-11-21,2018-09-30,2020-05-06,2020-03-31,2020-02-05,2019-12-31,2019-08-02,2019-06-30,2019-05-03,2019-03-31,2019-02-01,2018-12-31,2018-08-01,2018-06-30
fb,0001326801,2020-01-30,2019-12-31,2019-01-31,2018-12-31,2020-04-30,2020-03-31,2019-10-31,2019-09-30,2019-07-25,2019-06-30,2019-04-25,2019-03-31,2018-10-31,2018-09-30,2018-07-26,2018-06-30
fast,0000815556,2020-02-06,2019-12-31,2019-02-06,2018-12-31,2020-04-17,2020-03-31,2019-10-16,2019-09-30,2019-07-16,2019-06-30,2019-04-16,2019-03-31,2018-10-16,2018-09-30,2018-07-16,2018-06-30
frt,0000034903,2020-02-10,2019-12-31,2019-02-13,2018-12-31,2020-05-06,2020-03-31,2019-10-30,2019-09-30,2019-08-01,2019-06-30,2019-05-02,2019-03-31,2018-10-31,2018-09-30,2018-08-01,2018-06-30
fdx,0001048911,2019-07-16,2019-05-31,2018-07-16,2018-05-31,2020-03-17,2020-02-29,2019-12-17,2019-11-30,2019-09-17,2019-08-31,2019-03-19,2019-02-28,2018-12-18,2018-11-30,,
fis,0001136893,2020-02-20,2019-12-31,2019-02-21,2018-12-31,2020-05-07,2020-03-31,2019-11-05,2019-09-30,2019-08-06,2019-06-30,2019-04-30,2019-03-31,2018-10-30,2018-09-30,2018-07-31,2018-06-30
fitb,0000035527,2020-03-02,2019-12-31,2019-03-01,2018-12-31,2020-05-08,2020-03-31,2019-11-08,2019-09-30,2019-08-08,2019-06-30,2019-05-10,2019-03-31,2018-11-06,2018-09-30,2018-08-08,2018-06-30
fe,0001031296,2020-02-10,2019-12-31,2019-02-19,2018-12-31,2020-04-23,2020-03-31,2019-11-04,2019-09-30,2019-07-23,2019-06-30,2019-04-23,2019-03-31,2018-10-25,2018-09-30,2018-07-31,2018-06-30
fisv,0000798354,2020-02-27,2019-12-31,2019-02-21,2018-12-31,2020-05-08,2020-03-31,2019-11-07,2019-09-30,2019-07-26,2019-06-30,2019-05-01,2019-03-31,2018-11-01,2018-09-30,2018-08-01,2018-06-30
flt,0001175454,2020-03-02,2019-12-31,2019-03-01,2018-12-31,2020-05-11,2020-03-31,2019-11-12,2019-09-30,2019-08-09,2019-06-30,2019-05-10,2019-03-31,2018-11-08,2018-09-30,2018-08-09,2018-06-30
flir,0000354908,2020-02-27,2019-12-31,2019-02-28,2018-12-31,2020-05-06,2020-03-31,2019-10-31,2019-09-30,2019-07-31,2019-06-30,2019-05-02,2019-03-31,2018-10-30,2018-09-30,2018-07-27,2018-06-30
fls,0000030625,2020-02-18,2019-12-31,2019-02-20,2018-12-31,2020-05-07,2020-03-31,2019-10-30,2019-09-30,2019-07-31,2019-06-30,2019-05-02,2019-03-31,2018-11-07,2018-09-30,2018-08-08,2018-06-30
fmc,0000037785,2020-02-28,2019-12-31,2019-02-28,2018-12-31,2020-05-06,2020-03-31,2019-10-30,2019-09-30,2019-07-31,2019-06-30,2019-05-08,2019-03-31,2018-11-06,2018-09-30,2018-08-02,2018-06-30
f,0000037996,2020-02-05,2019-12-31,2019-02-21,2018-12-31,2020-04-29,2020-03-31,2019-10-24,2019-09-30,2019-07-25,2019-06-30,2019-04-26,2019-03-31,2018-10-25,2018-09-30,2018-07-26,2018-06-30
ftnt,0001262039,2020-02-26,2019-12-31,2019-02-27,2018-12-31,2020-05-07,2020-03-31,2019-10-31,2019-09-30,2019-08-01,2019-06-30,2019-05-08,2019-03-31,2018-11-07,2018-09-30,2018-08-07,2018-06-30
ftv,0001659166,2020-02-27,2019-12-31,2019-02-28,2018-12-31,2020-04-30,2020-03-27,2019-10-25,2019-09-27,2019-07-25,2019-06-28,2019-04-25,2019-03-29,2018-10-25,2018-09-28,2018-07-26,2018-06-29
